,SDM_TRACES
302,TRACE_CONFIG_STATE_BOOT
303,TRACE_CONFIG_STATE_PEND_ERR
304,TRACE_CONFIG_STATE_WIPE_CRYPTO_RESET
305,TRACE_CONFIG_STATE_EVENT_BUSY
306,TRACE_MBOX_CMD_QSPI_READ_SHA512_ERROR
307,TRACE_MBOX_CMD_QSPI_READ_SHA512_TIMEOUT
308,TRACE_MBOX_CMD_QSPI_READ_INFO
309,TRACE_PIN_TABLE_SKIPPED
310,TRACE_PIN_TABLE_ERROR
311,TRACE_CLOCK_CNOC_FULL_SPEED
312,TRACE_CLOCK_CNOC_HALF_SPEED
313,TRACE_CLOCK_EXACT_USER_CLK_ENABLE
314,TRACE_CLOCK_EXACT_USER_CLK_DISABLE
315,TRACE_SLOT_BAD_OFFSET
316,TRACE_SLOT_BAD_SIZE
317,TRACE_SLOT_TOO_MANY_PROVIDED
318,TRACE_SLOT_PR_MISSING_USED_TABLE
319,TRACE_SLOT_PR_NOT_PROVIDED_FOR
320,TRACE_SLOT_PR_USED_TABLE_W_DISABLED_PARENT
321,TRACE_SLOT_PR_POF_DISABLED
322,TRACE_SLOT_PROVIDED_CONTAINS_DISABLED_PLUS
323,TRACE_SLOT_PR_PROVIDED_CONTAINS_DISABLED
324,TRACE_SLOT_PR_PROVIDED_WHILE_DISABLED
325,TRACE_SLOT_TYPE_NOT_EXPECTED
326,TRACE_SLOT_NO_MATCH
327,TRACE_SLOT_MATCH
328,TRACE_SLOT_TABLE_WRONG
329,TRACE_SLOT_NO_PROVIDE
330,TRACE_SLOT_ASIC_TYPE_NOT_ENABLED
331,TRACE_SLOT_UPDATE_ENTRY
332,TRACE_SLOT_UPDATE_ENTRY_WRONG
333,TRACE_REDUNDANCY_INIT_ERROR
334,TRACE_GPIO_DEBOUNCE_ENABLE_FAIL
335,TRACE_GPIO_ISR_ERR
336,TRACE_CONFIG_STATE_IDLE
337,TRACE_CONFIG_STATE_CONFIGURE
338,TRACE_CONFIG_STATE_COMPLETE
339,TRACE_CONFIG_STATE_WIPE
340,TRACE_CONFIG_STATE_FATAL
341,TRACE_CONFIG_UNKNOWN_ASYNC_EVENT
342,TRACE_CONFIG_EVENT_RCVD
343,TRACE_CONFIG_STATE_EVENT_DROPPED
344,TRACE_CONFIG_EVENT_INJECTED
345,TRACE_CONFIG_EVENT_JTAG_CONFIG
346,TRACE_CONFIG_EVENT_CONFIG_MSEL
347,TRACE_CONFIG_EVENT_HPS_COLD_RESET
348,TRACE_CONFIG_EVENT_ANTI_TAMPER
349,TRACE_CONFIG_EVENT_ERROR
350,TRACE_CONFIG_EVENT_INTERRUPTION
351,TRACE_CONFIG_EVENT_PRECONFIG
352,TRACE_CONFIG_EVENT_PREWIPE
353,TRACE_CONFIG_EVENT_NCONFIG_ASSERT
354,TRACE_CONFIG_EVENT_NCONFIG_DEASSERT
355,TRACE_CONFIG_EVENT_NHPSRESET_ASSERT
356,TRACE_CONFIG_EVENT_NHPSRESET_DEASSERT
357,TRACE_CONFIG_EVENT_BOOT
358,TRACE_CONFIG_EVENT_RECONFIG
359,TRACE_CONFIG_EVENT_CVP
360,TRACE_CONFIG_EVENT_TRANSITION
361,TRACE_CONFIG_EVENT_RECONFIG_INTERRUPTION
362,TRACE_CONFIG_EVENT_VAB_BS_PREAUTH
363,TRACE_CONFIG_PR_CERTIFICATE_NOWIPE
364,TRACE_CONFIG_MAIN_HEADER_LOADED
365,TRACE_CONFIG_WIPE_DONE
366,TRACE_CONFIG_CNOC_INITIALIZED
367,TRACE_CONFIG_STATUS_DEADLOOP
368,TRACE_FPGA_READY
369,TRACE_FPGA_NOT_READY
370,TRACE_HPS_READY
371,TRACE_HPS_NOT_READY
372,TRACE_CVP_INIT__READY
373,TRACE_CVP_INIT_READY
374,TRACE_CVP_DONE
375,TRACE_CVP_INITIAL
376,TRACE_CVP_UPDATE
377,TRACE_CVP_ABORT
378,TRACE_NCONFIG_STATE_DEASSERTED
379,TRACE_NCONFIG_STATE_ASSERTED
380,TRACE_CONFIG_SET_SRC_JTAG
381,TRACE_CONFIG_SET_SRC_MSEL
382,TRACE_CONFIG_SET_SRC_FPGA
383,TRACE_CONFIG_SET_SRC_HPS
384,TRACE_CONFIG_SET_SRC_CVP
385,TRACE_CONFIG_SET_SRC_INVALID
386,TRACE_TIMESTAMP_MICROSECOND
387,TRACE_CONFIG_QSPI_DRVR
388,TRACE_MBOX_HW_MGR_HPS_FATAL
389,TRACE_MBOX_HW_MGR_HPS_INFO
390,TRACE_MBOX_HW_MGR_FPGA_ERROR
391,TRACE_MBOX_HW_MGR_FPGA_FATAL
392,TRACE_MBOX_HW_MGR_FPGA_INFO
393,TRACE_MBOX_HWAM_FPGA_INFO
394,TRACE_MBOX_HWAM_FPGA_FATAL
395,TRACE_HPS_CAL_STAT
396,TRACE_HPS_WARM_RESET_BY_SDM
397,TRACE_HPS_REBOOT_REQUEST
398,TRACE_HPS_RELEASE_REQUEST
399,TRACE_HPS_PSI_WARM_RESET_EXIT
400,TRACE_HPS_PSI_INT_WARMRST_EXIT
401,TRACE_CONFIG_HPS_MPU_RELEASE
402,TRACE_CONFIG_HPS_ERROR
403,TRACE_CONFIG_HPS_INFO
404,TRACE_CONFIG_HPS_RESUME_SIZE
405,TRACE_CONFIG_HPS_STREAM_RESPONSE
406,TRACE_CONFIG_HPS_STREAM_RESUME
407,TRACE_HPS_DOWNLOAD_ERROR
408,TRACE_HPS_RAM_REPAIR_ERROR
409,TRACE_PSI_INFO
410,TRACE_CONFIG_FPGA_STREAM_INFO
411,TRACE_CONFIG_FPGA_STREAM_ERROR
412,TRACE_TRANSITION_JUMPING_OUT_OF_OLD_CMF
413,TRACE_NEW_CMF
414,TRACE_CMF_RELOADED
415,TRACE_CMF_RELOAD_ERROR
416,TRACE_CMF_TRANSITION_FAIL
417,TRACE_SKIP_CMF
418,TRACE_SKIP_SECTION
419,TRACE_EFUSE_SELF_TEST_FAIL
420,TRACE_EFUSE_ERROR_HW_FAIL
421,TRACE_EFUSE_ERROR_SW_FAIL
422,TRACE_EFUSE_ERROR_POLICY_CHECK_FAIL
423,TRACE_FAIL_EFUSE_FORCE_PKI_SLCT_GET
424,TRACE_CNOC_RETURN_INTERRUPT
425,TRACE_CNOC_RETURN_INTERRUPT_ERROR_BAD_DATA_LEN
426,TRACE_SPURIOUS_CNOC_INTERRUPT
427,TRACE_CNOC_RETURN_INT
428,TRACE_CNOC_RETURN_INT_ECC
429,TRACE_ECC_ERROR
430,TRACE_UNDEFINED_SEU_ERR_TYPE
431,TRACE_MBOX_MSG_ALLOC_ERROR
432,TRACE_CMF_SIGMA
433,TRACE_AUTHENTICATION_FAILURE
434,TRACE_AUTH_PASS
435,TRACE_AUTH_FAIL
436,TRACE_AUTH_SDM_AUTH_FAIL
437,TRACE_AUTH_USER_AUTH_FAIL
438,TRACE_AUTH_INFO
439,TRACE_AUTH_INVALID_PARAM
440,TRACE_AUTH_SHA_FAIL
441,TRACE_AUTH_SHA_MISMATCH
442,TRACE_AUTH_INVALID_CERT
443,TRACE_AUTH_INVALID_PERMISSIONS
444,TRACE_AUTH_INVALID_KEYCHAIN
445,TRACE_AUTH_INVALID_ROOT_KEY
446,TRACE_AUTH_ROOT_KEY_FAIL
447,TRACE_AUTH_ROOT_KEY_SHA_MISMATCH
448,TRACE_AUTH_INVALID_PUBKEY
449,TRACE_AUTH_PUBKEY_FAIL
450,TRACE_AUTH_PUBKEY_CANCELLED
451,TRACE_AUTH_PUBKEY_VERIFY_FAIL
452,TRACE_AUTH_INVALID_DATA_BLOCK
453,TRACE_AUTH_DATA_BLOCK_FAIL
454,TRACE_AUTH_DATA_BLOCK_VERIFY_FAIL
455,TRACE_AUTH_INVALID_ENTRY
456,TRACE_AUTH_INVALID_SIGNATURE
457,TRACE_AUTH_VERIFY_SIG_FAIL
458,TRACE_DRIVER_PKC_INFO
459,TRACE_AUTH_SECTION_TYPE_NOT_ACCEPT
460,TRACE_AUTH_SECTION_TYPE_HPS_DEBUG
461,TRACE_AUTH_SECTION_TYPE_FPGA_DEBUG
462,TRACE_INFO_PKI_SLCT_VAL
463,TRACE_FORCE_PKI_SLCT_EFUSE_BLOWN
464,TRACE_ERROR_FAIL_EFUSE_FORCE_PKI_SLCT_GET
465,TRACE_INFO_JOINT_CMF_PKA_VAL
466,TRACE_ERROR_FAIL_EFUSE_JOINT_CMF_PKA_GET
467,TRACE_ERROR_INVALID_EFUSE_SETTING
468,TRACE_CMF_PARSING_EN_FUSE_USR_CANCELL_TABLE_SKIPPED
469,TRACE_CMF_PARSING_EN_FUSE_USR_CANCELL_TABLE
470,TRACE_CMF_EN_FUSE_USR_CANCELL_PARSE_ERROR
471,TRACE_MACST_DISABLE
472,TRACE_CNT_WARM_RESET_MCAST
473,TRACE_CNT_DEASSERT_TX_INT_MCAST
474,TRACE_ERROR_FLUSH_BUFFER
475,TRACE_BIG_HAMMER
476,TRACE_BIG_HAMMER_NOT_USED
477,TRACE_EMPTY_PREBUF
478,TRACE_KM_ERROR
479,TRACE_DIMK_GEN_MEK_ERR_TIMEOUT
480,TRACE_DIMK_GEN_MEK_ERR_CLEAR_UKV_SLOT
481,TRACE_DIMK_GEN_MEK_ERR_UKV_GET_KEY
482,TRACE_DIMK_GEN_MEK_ERR_UKV_PUT_KEY
483,TRACE_DIMK_GEN_MEK_KAD_WA_BEFORE_FAIL
484,TRACE_DIMK_GEN_MEK_FLOW_RUN_HW_FAIL
485,TRACE_DIMK_GEN_MEK_KAD_WA_AFTER_FAIL
486,TRACE_CMF_DIMK_FAILED
487,TRACE_CMF_DIMK_BOOTDIMK_FAILED
488,TRACE_CMF_DIMK_CONTEXT_FAILED
489,TRACE_CMF_AES_SUBSCRIBE
490,TRACE_CMF_AES_UNSUBSCRIBE
491,TRACE_CMF_AES_CRYPT
492,TRACE_CMF_AES_SET_KEY_EX
493,TRACE_CMF_AES_KEY_AS_DATA_1
494,TRACE_CMF_AES_KEY_AS_DATA_2
495,TRACE_CONFIG_CNOC_SCRAMBLE_INFO
496,TRACE_CONFIG_CNOC_SCRAMBLE_RATIO
497,TRACE_CONFIG_AES_SCRAMBLING_DISABLED
498,TRACE_CONFIG_AES_SCRAMBLING_ENABLED
499,TRACE_CNOC_SCRAMBLE_ERROR
500,TRACE_CNOC_SCRAMBLE_INIT
501,TRACE_CNOC_SCRAMBLE_FIFO_LEVEL
502,TRACE_CNOC_SCRAMBLE_FIFO_FILL_LEVEL
503,TRACE_CONFIG_AES_EFUSE_ROOT_INFO
504,TRACE_CONFIG_AES_EFUSE_ROOT_FAILURE
505,TRACE_CONFIG_AES_DECRYPT_KEY_FAILURE
506,TRACE_CONFIG_AES_AES_BUSY
507,TRACE_CONFIG_AES_AES_FAILURE
508,TRACE_CONFIG_AES_AES_RESOURCE_UNAVAILABLE
